Date;Price;Open;High;Low;Vol.;Change %
27/08/2018;56,2;56,2;56,2;56,2;;0,07%
24/08/2018;56,16;56,16;56,16;56,16;;0,18%
23/08/2018;56,06;56,06;56,06;56,06;;-0,34%
22/08/2018;56,25;56,25;56,25;56,25;;0,07%
21/08/2018;56,21;56,21;56,21;56,21;;1,92%
20/08/2018;55,15;55,15;55,15;55,15;;0,93%
17/08/2018;54,64;54,64;54,64;54,64;;0,68%
16/08/2018;54,27;54,27;54,27;54,27;;0,87%
15/08/2018;53,8;53,8;53,8;53,8;;0,04%
14/08/2018;53,78;53,78;53,78;53,78;;0,66%
13/08/2018;53,43;53,43;53,43;53,43;;2,53%
10/08/2018;52,11;52,11;52,11;52,11;;-0,78%
09/08/2018;52,52;52,52;52,52;52,52;;1,63%
08/08/2018;51,68;51,68;51,68;51,68;;0,39%
07/08/2018;51,48;51,48;51,48;51,48;;-0,27%
06/08/2018;51,62;51,62;51,62;51,62;;-0,04%
03/08/2018;51,64;51,64;51,64;51,64;;1,20%
02/08/2018;51,03;51,03;51,03;51,03;;-0,91%
01/08/2018;51,5;51,5;51,5;51,5;;0,80%
31/07/2018;51,09;51,09;51,09;51,09;;3,13%
30/07/2018;49,54;49,54;49,54;49,54;;-0,04%
27/07/2018;49,56;49,56;49,56;49,56;;-0,06%
26/07/2018;49,59;49,59;49,59;49,59;;-0,04%
25/07/2018;49,61;49,61;49,61;49,61;;0,18%
24/07/2018;49,52;49,52;49,52;49,52;;0,08%
23/07/2018;49,48;49,48;49,48;49,48;;1,06%
20/07/2018;48,96;48,96;48,96;48,96;;-0,69%
19/07/2018;49,3;49,3;49,3;49,3;;0,76%
18/07/2018;48,93;48,93;48,93;48,93;;0,64%
17/07/2018;48,62;48,62;48,62;48,62;;-0,04%
16/07/2018;48,64;48,64;48,64;48,64;;2,40%
13/07/2018;47,5;47,5;47,5;47,5;;-0,31%
12/07/2018;47,65;47,65;47,65;47,65;;-1,00%
11/07/2018;48,13;48,13;48,13;48,13;;1,30%
10/07/2018;47,51;47,51;47,51;47,51;;1,30%
09/07/2018;46,9;46,9;46,9;46,9;;3,97%
06/07/2018;45,11;45,11;45,11;45,11;;-0,68%
05/07/2018;45,42;45,42;45,42;45,42;;1,23%
03/07/2018;44,87;44,87;44,87;44,87;;-1,04%
02/07/2018;45,34;45,34;45,34;45,34;;6,88%
29/06/2018;42,42;42,42;42,42;42,42;;0,09%
28/06/2018;42,38;42,38;42,38;42,38;;0,17%
27/06/2018;42,31;42,31;42,31;42,31;;0,02%
26/06/2018;42,3;42,3;42,3;42,3;;0,21%
25/06/2018;42,21;42,21;42,21;42,21;;0,64%
22/06/2018;41,94;41,94;41,94;41,94;;-0,24%
21/06/2018;42,04;42,04;42,04;42,04;;-0,26%
20/06/2018;42,15;42,15;42,15;42,15;;-1,01%
19/06/2018;42,58;42,58;42,58;42,58;;1,55%
18/06/2018;41,93;41,93;41,93;41,93;;-4,79%
15/06/2018;44,04;44,04;44,04;44,04;;1,08%
14/06/2018;43,57;43,57;43,57;43,57;;-0,55%
13/06/2018;43,81;43,81;43,81;43,81;;-1,62%
12/06/2018;44,53;44,53;44,53;44,53;;1,04%
11/06/2018;44,07;44,07;44,07;44,07;;1,57%
08/06/2018;43,39;43,39;43,39;43,39;;0,56%
07/06/2018;43,15;43,15;43,15;43,15;;0,30%
06/06/2018;43,02;43,02;43,02;43,02;;-3,82%
05/06/2018;44,73;44,73;44,73;44,73;;0,49%
04/06/2018;44,51;44,51;44,51;44,51;;5,93%
01/06/2018;42,02;42,02;42,02;42,02;;-6,16%
31/05/2018;44,78;44,78;44,78;44,78;;33,51%
30/05/2018;33,54;33,54;33,54;33,54;;0,03%
29/05/2018;33,53;33,53;33,53;33,53;;1,02%
25/05/2018;33,19;33,19;33,19;33,19;;0,88%
24/05/2018;32,9;32,9;32,9;32,9;;1,17%
23/05/2018;32,52;32,52;32,52;32,52;;2,23%
22/05/2018;31,81;31,81;31,81;31,81;;1,27%
21/05/2018;31,41;31,41;31,41;31,41;;3,63%
18/05/2018;30,31;30,31;30,31;30,31;;-3,50%
17/05/2018;31,41;31,41;31,41;31,41;;-1,29%
16/05/2018;31,82;31,82;31,82;31,82;;-1,70%
15/05/2018;32,37;32,37;32,37;32,37;;0,62%
14/05/2018;32,17;32,17;32,17;32,17;;2,62%
11/05/2018;31,35;31,35;31,35;31,35;;-0,76%
10/05/2018;31,59;31,59;31,59;31,59;;0,77%
09/05/2018;31,35;31,35;31,35;31,35;;3,36%
08/05/2018;30,33;30,33;30,33;30,33;;-0,20%
07/05/2018;30,39;30,39;30,39;30,39;;0,43%
04/05/2018;30,26;30,26;30,26;30,26;;2,09%
03/05/2018;29,64;29,64;29,64;29,64;;-1,46%
02/05/2018;30,08;30,08;30,08;30,08;;-2,69%
01/05/2018;30,91;30,91;30,91;30,91;;-1,28%
30/04/2018;31,31;31,31;31,31;31,31;;-2,94%
27/04/2018;32,26;32,26;32,26;32,26;;0,50%
26/04/2018;32,1;32,1;32,1;32,1;;-0,65%
25/04/2018;32,31;32,31;32,31;32,31;;-0,40%
24/04/2018;32,44;32,44;32,44;32,44;;-0,98%
23/04/2018;32,76;32,76;32,76;32,76;;-1,33%
20/04/2018;33,2;33,2;33,2;33,2;;0,64%
19/04/2018;32,99;32,99;32,99;32,99;;-0,93%
18/04/2018;33,3;33,3;33,3;33,3;;-1,27%
17/04/2018;33,73;33,73;33,73;33,73;;0,09%
16/04/2018;33,7;33,7;33,7;33,7;;1,32%
13/04/2018;33,26;33,26;33,26;33,26;;2,06%
12/04/2018;32,59;32,59;32,59;32,59;;1,12%
11/04/2018;32,23;32,23;32,23;32,23;;-0,37%
10/04/2018;32,35;32,35;32,35;32,35;;-1,70%
09/04/2018;32,91;32,91;32,91;32,91;;-0,15%
06/04/2018;32,96;32,96;32,96;32,96;;0,15%
05/04/2018;32,91;32,91;32,91;32,91;;-1,82%
04/04/2018;33,52;33,52;33,52;33,52;;1,27%
03/04/2018;33,1;33,1;33,1;33,1;;-5,81%
02/04/2018;35,14;35,14;35,14;35,14;;-6,34%
29/03/2018;37,52;37,52;37,52;37,52;;-0,08%
28/03/2018;37,55;37,55;37,55;37,55;;-0,19%
27/03/2018;37,62;37,62;37,62;37,62;;0,78%
26/03/2018;37,33;37,33;37,33;37,33;;0,97%
23/03/2018;36,97;36,97;36,97;36,97;;-0,38%
22/03/2018;37,11;37,11;37,11;37,11;;1,20%
21/03/2018;36,67;36,67;36,67;36,67;;3,15%
20/03/2018;35,55;35,55;35,55;35,55;;1,48%
19/03/2018;35,03;35,03;35,03;35,03;;3,46%
16/03/2018;33,86;33,86;33,86;33,86;;0,09%
15/03/2018;33,83;33,83;33,83;33,83;;1,08%
14/03/2018;33,47;33,47;33,47;33,47;;-5,02%
13/03/2018;35,24;35,24;35,24;35,24;;0,46%
12/03/2018;35,08;35,08;35,08;35,08;;-0,85%
09/03/2018;35,38;35,38;35,38;35,38;;2,49%
08/03/2018;34,52;34,52;34,52;34,52;;1,32%
07/03/2018;34,07;34,07;34,07;34,07;;-0,41%
06/03/2018;34,21;34,21;34,21;34,21;;0,56%
05/03/2018;34,02;34,02;34,02;34,02;;-5,84%
02/03/2018;36,13;36,13;36,13;36,13;;0,42%
01/03/2018;35,98;35,98;35,98;35,98;;-0,83%
28/02/2018;36,28;36,28;36,28;36,28;;-9,57%
27/02/2018;40,12;40,12;40,12;40,12;;-0,20%
26/02/2018;40,2;40,2;40,2;40,2;;-2,52%
23/02/2018;41,24;41,24;41,24;41,24;;0,56%
22/02/2018;41,01;41,01;41,01;41,01;;1,76%
21/02/2018;40,3;40,3;40,3;40,3;;2,18%
20/02/2018;39,44;39,44;39,44;39,44;;1,52%
16/02/2018;38,85;38,85;38,85;38,85;;0,23%
15/02/2018;38,76;38,76;38,76;38,76;;0,47%
14/02/2018;38,58;38,58;38,58;38,58;;0,08%
13/02/2018;38,55;38,55;38,55;38,55;;1,15%
12/02/2018;38,11;38,11;38,11;38,11;;-0,24%
09/02/2018;38,2;38,2;38,2;38,2;;-0,16%
08/02/2018;38,26;38,26;38,26;38,26;;-3,14%
07/02/2018;39,5;39,5;39,5;39,5;;0,08%
06/02/2018;39,47;39,47;39,47;39,47;;-1,96%
05/02/2018;40,26;40,26;40,26;40,26;;-5,34%
02/02/2018;42,53;42,53;42,53;42,53;;-1,94%
01/02/2018;43,37;43,37;43,37;43,37;;6,69%
31/01/2018;40,65;40,65;40,65;40,65;;37,98%
30/01/2018;29,46;29,46;29,46;29,46;;-0,27%
29/01/2018;29,54;29,54;29,54;29,54;;0,37%
26/01/2018;29,43;29,43;29,43;29,43;;0,38%
25/01/2018;29,32;29,32;29,32;29,32;;-1,94%
24/01/2018;29,9;29,9;29,9;29,9;;-1,81%
23/01/2018;30,45;30,45;30,45;30,45;;-17,03%
06/12/2017;36,7;36,7;36,7;36,7;;-1,13%
05/12/2017;37,12;37,12;37,12;37,12;;-0,43%
